==31774== NVPROF is profiling process 31774, command: python Corr-conv1-benchmark.py
Using gpu device 0: Tesla K40c (CNMeM is disabled)

CONFIG: input = 3 x 128 x 128 * ker = 3 x 96 x 11 x 11 ( bs = 128 , stride = 1 )
(manual) theano.sandbox.cuda.blas.GpuCorrMM        ==> fprop         ==>     135
(manual) theano.sandbox.cuda.blas.GpuCorrMM        ==> bprop inputs  ==>     119
(manual) theano.sandbox.cuda.blas.GpuCorrMM        ==> bprop weights ==>     282
(manual) theano.sandbox.cuda.blas.GpuCorrMM        ==> TOTAL         ==>     538

==31774== Profiling application: python Corr-conv1-benchmark.py
==31774== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
19.2618s  43.426us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [26568]
19.2619s  199.08us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [26604]
19.2621s  374.84us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [26625]
19.2624s  42.851us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [26642]
19.2624s  403.96us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [26658]
19.2628s  200.52us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [26678]
19.2630s  51.587us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [26716]
19.2630s  360.47us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [26732]
19.2634s  372.28us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [26699]
19.2637s  200.11us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [26752]
19.2639s  51.587us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [26790]
19.2639s  363.86us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [26806]
19.2643s  375.96us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [26773]
19.2647s  198.38us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [26826]
19.2649s  51.875us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [26864]
19.2649s  361.91us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [26880]
19.2652s  373.49us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [26847]
19.2656s  202.54us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [26900]
19.2658s  377.04us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [26921]
19.2661s  43.171us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [26938]
19.2661s  407.13us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [26954]
19.2665s  201.48us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [26974]
19.2667s  51.747us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [27012]
19.2667s  361.72us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [27028]
19.2671s  372.28us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [26995]
19.2675s  197.39us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [27048]
19.2677s  357.91us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [27102]
19.2680s  379.48us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [27069]
19.2683s  42.851us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [27086]
19.2684s  202.03us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [27122]
19.2686s  49.635us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [27160]
19.2686s  356.40us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [27176]
19.2689s  373.75us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [27143]
19.2693s  198.44us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [27196]
19.2695s  49.379us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [27234]
19.2695s  356.66us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [27250]
19.2699s  372.47us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [27217]
19.2703s  199.34us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [27270]
19.2705s  50.659us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [27308]
19.2705s  359.64us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [27324]
19.2708s  369.72us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [27291]
19.2712s  198.03us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [27344]
19.2714s  49.410us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [27382]
19.2714s  360.31us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [27398]
19.2717s  372.44us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [27365]
19.2721s  201.74us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [27418]
19.2723s  49.666us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [27456]
19.2723s  363.22us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [27472]
19.2727s  380.37us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [27439]
19.2731s  199.50us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [27492]
19.2733s  377.17us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [27513]
19.2735s  46.562us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [27530]
19.2736s  412.82us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [27546]
19.2740s  202.44us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [27566]
19.2742s  48.675us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [27604]
19.2742s  362.84us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [27620]
19.2745s  375.92us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [27587]
19.2749s  201.99us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [27640]
19.2751s  357.84us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [27694]
19.2755s  380.88us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [27661]
19.2758s  43.650us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [27678]
19.2758s  201.42us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [27714]
19.2761s  356.66us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [27768]
19.2764s  377.30us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [27735]
19.2767s  42.690us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [27752]
19.2768s  200.84us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [27788]
19.2970s  206.86us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [27824]
19.2973s  2.0130ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [27841]
19.2993s  205.87us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [27857]
19.2995s  1.9931ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [27874]
19.3015s  187.34us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [27890]
19.3017s  1.9835ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [27907]
19.3036s  200.11us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [27923]
19.3039s  1.9888ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [27940]
19.3058s  195.50us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [27956]
19.3060s  2.0126ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [27973]
19.3081s  184.52us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [27989]
19.3082s  2.0076ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28006]
19.3103s  198.73us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28022]
19.3105s  1.9938ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28039]
19.3125s  188.91us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28055]
19.3126s  1.9992ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28072]
19.3146s  205.39us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28088]
19.3149s  1.9967ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28105]
19.3169s  202.03us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28121]
19.3171s  1.9963ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28138]
19.3191s  196.40us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28154]
19.3193s  2.0032ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28171]
19.3213s  200.36us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28187]
19.3215s  2.0077ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28204]
19.3235s  199.92us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28220]
19.3237s  1.9882ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28237]
19.3257s  196.23us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28253]
19.3259s  1.9800ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28270]
19.3279s  201.51us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28286]
19.3281s  1.9990ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28303]
19.3301s  192.23us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28319]
19.3303s  1.9908ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28336]
19.3323s  204.91us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28352]
19.3325s  2.0006ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28369]
19.3345s  194.60us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28385]
19.3347s  2.0090ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28402]
19.3367s  205.68us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28418]
19.3369s  1.9950ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28435]
19.3389s  199.47us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28451]
19.3391s  1.9876ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28468]
19.3411s  196.43us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28484]
19.3413s  1.9989ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28501]
19.3433s  197.13us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28517]
19.3435s  2.0022ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28534]
19.3455s  197.29us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28550]
19.3457s  1.9956ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28567]
19.3477s  189.16us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28583]
19.3479s  2.0139ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28600]
19.3499s  196.07us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28616]
19.3501s  2.0076ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28633]
19.3521s  203.21us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28649]
19.3523s  1.9963ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28666]
19.3543s  217.71us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28682]
19.3545s  2.0039ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28699]
19.3565s  203.34us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28715]
19.3567s  1.9962ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28732]
19.3587s  192.07us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28748]
19.3589s  1.9900ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28765]
19.3609s  201.93us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28781]
19.3611s  1.9891ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28798]
19.3631s  199.24us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28814]
19.3633s  2.0080ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28831]
19.3653s  189.35us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28847]
19.3655s  1.9929ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28864]
19.3675s  204.04us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28880]
19.3677s  1.9920ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28897]
19.3697s  195.34us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28913]
19.3699s  2.0048ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28930]
19.3719s  190.57us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28946]
19.3721s  1.9925ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28963]
19.3741s  197.07us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [28979]
19.3743s  1.9953ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [28996]
19.3763s  200.40us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [29012]
19.3765s  2.0232ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [29029]
19.3785s  190.63us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [29045]
19.3787s  1.9947ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [29062]
19.3807s  190.28us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [29078]
19.3809s  1.9976ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [29095]
19.3829s  197.00us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [29111]
19.3831s  2.0055ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [29128]
19.3851s  184.07us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [29144]
19.3853s  1.9858ms             (12 2 1)        (8 16 1)        77  6.5195KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_tn_32x16x64x8x16 [29161]
19.3873s  208.11us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [29177]
